nm9423081&Willie Aames&1960
nm9427196&Lenny Montano&NULL
nm9427197&Joe Montegna&NULL
nm9427198&Maria Montez&1919
nm9427199&M.J. Montfajon&NULL
nm9427200&Belinda J. Montgomery&1950
nm9427201&Douglass Montgomery&1907
nm9427202&Elizabeth Montgomery&1933
nm9427203&George Montgomery&1916
nm9427204&Julie Montgomery&NULL
nm9427205&Robert Montgomery&1904
nm9427206&Jim Moody&NULL
nm9427207&Keith Moon&NULL
nm9427208&Alvy Moore&NULL
nm9427209&Barry Moore&NULL
nm9427210&Candy Moore&NULL
nm9427211&Colleen Moore&1900
nm9427212&Constance Moore&1919
nm9427213&Demi Moore&NULL
nm9427214&Dennis Moore&NULL
nm9427215&Dickie Moore&1925
nm9427216&Dudley Moore&1935
nm9427217&Eileen Moore&NULL
nm9427218&Eva Moore&1870
nm9427219&Grace Moore&1901
nm9427220&Ida Moore&1883
nm9427221&Juanita Moore&1922
nm9427222&Julianne Moore&1961
nm9427223&Kenny Moore&NULL
nm9427224&Kieron Moore&1925
nm9427225&Mary Tyler Moore&1936
nm9427226&Matt Moore&1888
nm9427227&Owen Moore&1887
nm9427228&Robert Moore&1927
nm9427229&Roger Moore&1928
nm9427230&Tom Moore&1883
nm9427231&Victor Moore&1876
nm9427232&Agnes Moorehead&1906
nm9427233&Santos Morales&NULL
nm9427234&Erin Moran&NULL
nm9427235&Gerard Moran&NULL
nm9427236&Lois Moran&1909
nm9427237&Polly Moran&1884
nm9427238&Kenneth More&1914
nm9427239&Agnes Morehead&NULL
nm9427240&Mantan Moreland&1901
nm9427241&Andre Morell&1909
nm9427242&Rina Morelli&NULL
nm9427243&Antonio Moreno&1886
nm9427244&Cindy Morgan&NULL
nm9427245&Debbi Morgan&NULL
nm9427246&Dennis Morgan&1910
nm9427247&Frank Morgan&1890
nm9427248&Hank Morgan&NULL
nm9427249&Harry Morgan&1915
nm9427250&Helen Morgan&1900
nm9427251&Michele Morgan&1920
nm9427252&Ralph Morgan&1882
nm9427253&Sidney Morgan&NULL
nm9427254&Stafford Morgan&NULL
nm9427255&Terence Morgan&1921
nm9427256&Cathy Moriarty&NULL
nm9427257&Michael Moriarty&NULL
nm9427258&Patricia Morison&1915
nm9427259&Lucilla Morlacchi&NULL
nm9427260&Gaby Morlay&1897
nm9427261&Karen Morley&1905
nm9427262&Robert Morley&1908
nm9427263&Chester Morris&1901
nm9427264&Garrett Morris&NULL
nm9427265&Glenn Morris&NULL
nm9427266&Greg Morris&1934
nm9427267&Howard Morris&1919
nm9427268&Lana Morris&1930
nm9427269&Mary Morris&1895
nm9427270&Mary Morris&1915
nm9427271&Wayne Morris&1914
nm9427272&Barbara  Morrison&1908
nm9427273&Shelley Morrison&NULL
nm9427274&David Morrissey&NULL
nm9427275&Doretta Morrow&1925
nm9427276&Carrie Ann Morrow&1975
nm9427277&Jeff Morrow&1913
nm9427278&Jo Morrow&1940
nm9427279&Joshua  Morrow&1975
nm9427280&Carrie Ann  Morrow&1975
nm9427281&Vic Morrow&1932
nm9427282&Barry Morse&1919
nm9427283&David Morse&NULL
nm9427284&Gary Morse&NULL
nm9427285&Helen Morse&NULL
nm9427286&Hilary Morse&NULL
nm9427287&Robert Morse&1931
nm9427288&Clive Morton&1904
nm9427289&Maurice Moscovitch&1871
nm9427290&Ivan Mosjoukine&1889
nm9427291&Roger Mosley&NULL
nm9427292&Arnold Moss&1910
nm9427293&Joshua Mostel&NULL
nm9427294&Zero Mostel&1915
nm9427295&Judy Motulsky&NULL
nm9427296&John MoulderBrown&1945
nm9427297&Peggy Mount&1916
nm9427298&Mickey Mouse&NULL
nm9427299&Jane Movak&NULL
nm9427300&Movita&1915
nm9427301&Alan Mowbray&1893
nm9427302&Patrick Mower&1940
nm9427303&Leonard Mudie&1884
nm9427304&Cookie Mueller&1939
nm9427305&Elizabeth Mueller&1926
nm9427306&Armin MuellerStahl&1930
nm9427307&Esther Muir&1895
nm9427308&Gavin Muir&1907
nm9427309&Madhabi Mukherjee&1942
nm9427310&Jean Muir&1911
nm9427311&G.H. Mulcaster&1891
nm9427312&Diana Muldaur&1943
nm9427313&Jack Mulhall&1888
nm9427314&Edward Mulhare&1923
nm9427315&Martin Mull&NULL
nm9427316&Jack Mullaney&1932
nm9427317&Arthur Mullard&1910
nm9427318&Barbara Mullen&1914
nm9427319&Renate Muller&1907
nm9427320&Richard Mulligan&1932
nm9427321&Billy Mumy&NULL
nm9427322&Herbert Mundin&1898
nm9427323&Meg Mundy&NULL
nm9427324&Paul Muni&1896
nm9427325&Jonathan Munk&NULL
nm9427326&Caroline Munro&1951
nm9427327&Janet Munro&1934
nm9427328&Partice Munsel&1925
nm9427329&Jules Munshin&1915
nm9427330&Ona Munson&1906
nm9427331&Irina Muravyova&NULL
nm9427332&Richard Murdoch&1907
nm9427333&George Murdock&NULL
nm9427334&Audie Murphy&1924
nm9427335&Ben Murphy&1941
nm9427336&Charlie Murphy&NULL
nm9427337&Donald Murphy&NULL
nm9427338&Eddie Murphy&1960
nm9427339&George Murphy&1902
nm9427340&Mary Murphy&1931
nm9427341&Michael Murphy&NULL
nm9427342&Rosemary Murphy&1925
nm9427343&Barbara Murray&1929
nm9427344&Bill Murray&NULL
nm9427345&Charlie Murray&1872
nm9427346&Brian Doyle Murray&NULL
nm9427347&James Murray&1901
nm9427348&Ken Murray&1903
nm9427349&Mae Murray&1889
nm9427350&Stephen Murray&1912
nm9427351&Tom Murray&NULL
nm9427352&Peter MurrayHill&1908
nm9427353&Tony Musante&1936
nm9427354&Clarence Muse&1889
nm9427355&Burt Mustin&1884
nm9427356&Carmel Myers&1899
nm9427357&Harry Myers&1886
nm9427358&Susan Myers&NULL
nm9427359&Odette Myrtil&1898
nm9427360&Jim Nabors&NULL
nm9427361&George Nader&1921
nm9427362&Anne Nagel&1912
nm9427363&Conrad Nagel&1896
nm9427364&Joanne Nail&NULL
nm9427365&J.Carrol Naish&1900
nm9427366&Laurence Naismith&1908
nm9427367&Reggie Nalder&NULL
nm9427368&Nita Naldi&1899
nm9427369&Jack Nance&NULL
nm9427370&John Nance&NULL
nm9427371&Alan Napier&1903
nm9427372&Diana Napier&1908
nm9427373&Brian Narelle&NULL
nm9427374&Owen Nares&1888
nm9427375&Clarence Nash&NULL
nm9427376&Marilyn Nash&1924
nm9427377&Mary Nash&1885
nm9427378&Stephen Nathan&NULL
nm9427379&Mildred Natwick&1908
nm9427380&David Naughton&NULL
nm9427381&Rene Navarre&NULL
nm9427382&Alla Nazimova&1879
nm9427383&Amedeo Nazzari&1907
nm9427384&Anna Neagle&1904
nm9427385&Patricia Neal&1926
nm9427386&Tom Neal&1914
nm9427387&Kay Nebel&1889
nm9427388&Bernard Nedell&1898
nm9427389&Audrie J. Neenan&NULL
nm9427390&Kay Neer&NULL
nm9427391&Liam Neeson&NULL
nm9427392&Hildegard Knef&1925
nm9427393&Pola Negri&1897
nm9427394&Hildegarde Neil&1939
nm9427395&Sam Neill&1948
nm9427396&Little Nell&NULL
nm9427397&Kate Nelligan&1951
nm9427398&Barry Nelson&1920
nm9427399&Bob Nelson&NULL
nm9427400&Craig T. Nelson&NULL
nm9427401&David Nelson&1947
nm9427402&Ed Nelson&1928
nm9427403&Gene Nelson&1920
nm9427404&Kenneth Nelson&NULL
nm9427405&Lori Nelson&1933
nm9427406&Ozzie Nelson&1906
nm9427407&Richard Nelson&NULL
nm9427408&Rick Nelson&1940
nm9427409&Rosalba Neri&NULL
nm9427410&Tommaso Neri&NULL
nm9427411&Franco Nero&1942
nm9427412&Cathleen Nesbitt&1888
nm9427413&Derren Nesbitt&1932
nm9427414&John Nettleton&1929
nm9427415&Lois Nettleton&1929
nm9427416&Robert Neuman&NULL
nm9427417&Paul Nevens&NULL
nm9427418&Guy Newall&1885
nm9427419&Carol Irene Newell&NULL
nm9427420&Bob Newhart&1923
nm9427421&John Newland&1916
nm9427422&Anthony Newlands&1926
nm9427423&Anthony Newley&1931
nm9427424&Barry Newman&1940
nm9427425&Lorraine Newman&NULL
nm9427426&Nanette Newman&1934
nm9427427&Rachel Newman&NULL
nm9427428&Scott Newman&NULL
nm9427429&Julie Newmar&1930
nm9427430&Robert Newton&1905
nm9427431&Olivia NewtonJohn&1948
nm9427432&Marie Ney&1895
nm9427433&Richard Ney&1917
nm9427434&Haing S. Ngor&NULL
nm9427435&Barbara Nichols&1929
nm9427436&Britt Nichols&NULL
nm9427437&Dandy Nichols&1907
nm9427438&Nichelle Nichols&NULL
nm9427439&Nora Nicholson&1892
nm9427440&Alex Nicol&1919
nm9427441&Daria Nicolodi&NULL
nm9427442&Asta Nielsen&1882
nm9427443&Brigitte Nielsen&NULL
nm9427444&Leslie Nielsen&1925
nm9427445&Lisa Niemi&NULL
nm9427446&Gertrude Niesen&1912
nm9427447&Jane Nigh&1926
nm9427448&John Niland&NULL
nm9427449&Anna Q. Nilsson&1889
nm9427450&Derek Nimmo&1931
nm9427451&Leonard Nimoy&1931
nm9427452&Greta Nissen&1906
nm9427453&David Niven&1909
nm9427454&Cynthia Nixon&NULL
nm9427455&Marian Nixon&1904
nm9427456&Marni Nixon&1929
nm9427457&Nancy Lee Noble&NULL
nm9427458&Trisha Noble&NULL
nm9427459&Miyamoto Nobuko&NULL
nm9427460&Magali Noel&1932
nm9427461&Noel-Noel&1897
nm9427462&Natalie Nogulich&NULL
nm9427463&Philipe Noiret&1931
nm9427464&Bob Nolan&NULL
nm9427465&Doris Nolan&1916
nm9427466&John Nolan&NULL
nm9427467&Lloyd Nolan&1902
nm9427468&Mary Nolan&1905
nm9427469&Mike Nomad&NULL
nm9427470&Christine Noonan&NULL
nm9427471&Tom Noonan&NULL
nm9427472&Tommy Noonan&1921
nm9427473&Christine Norden&1924
nm9427474&Jack Norman&NULL
nm9427475&Mabel Normand&1894
nm9427476&Christopher Norris&NULL
nm9427477&Chuck Norris&1939
nm9427478&Edward Norris&1910
nm9427479&Mike Norris&NULL
nm9427480&Jay North&1952
nm9427481&Michael North&1920
nm9427482&Sheree North&1933
nm9427483&Harry Northup&NULL
nm9427484&Edgar Norton&1868
nm9427485&Jack Norton&1889
nm9427486&Ken Norton&NULL
nm9427487&Michael Nouri&NULL
nm9427488&Eva Novak&1899
nm9427489&Jane Novak&1896
nm9427490&Ramon Novarro&1899
nm9427491&Ivor Novello&1893
nm9427492&Jay Novello&1905
nm9427493&Elliott Nugent&1899
nm9427494&Terri Nunn&NULL
nm9427495&Rudolph Nureyev&1938
nm9427496&France Nuyen&1939
nm9427497&Will Nye&NULL
nm9427498&Jack Oakie&1903
nm9427499&Simon Oakland&1922
nm9427500&Vivian Oakland&1895
nm9427501&Wheeler Oakman&1890
nm9427502&Cicely Oates&NULL
nm9427503&Warren Oates&1928
nm9427504&Dan OBannon&NULL
nm9427505&Merle Oberon&1911
nm9427506&Ana Obregon&NULL
nm9427507&Hugh OBrian&1925
nm9427508&Dave OBrien&1912
nm9427509&Edmond OBrien&1915
nm9427510&George OBrien&1900
nm9427511&Hugh OBrien&NULL
nm9427512&Margaret OBrien&1937
nm9427513&Maria OBrien&NULL
nm9427514&Pat OBrien&1899
nm9427515&Virginia OBrien&1921
nm9427516&Andrea Occhipinti&NULL
nm9427517&Arthur OConnell&1908
nm9427518&Taffy OConnell&NULL
nm9427519&Carrol OConnor&1922
nm9427520&Hugh OConnor&1922
nm9427521&Donald OConnor&1925
nm9427522&Glynnis OConnor&1956
nm9427523&Kevin OConnor&NULL
nm9427524&Tim OConnor&1927
nm9427525&Una OConnor&1880
nm9427526&Joseph OConor&1910
nm9427527&Carroll ODea&NULL
nm9427528&Denis ODea&1905
nm9427529&Jimmy ODea&1899
nm9427530&Judith ODea&NULL
nm9427531&Mary Odette&1901
nm9427532&Cathy ODonnell&1923
nm9427533&Chris ODonnell&NULL
nm9427534&Martha ODriscoll&1922
nm9427535&Bernadette OFarrell&1926
nm9427536&Ian Ogilvy&1943
nm9427537&Charles Ogle&1865
nm9427538&Lani OGrady&NULL
nm9427539&George OHanlon&1917
nm9427540&Catherine OHara&NULL
nm9427541&Maureen OHara&1920
nm9427542&Dan OHerlihy&1919
nm9427543&Carol Ohmart&1928
nm9427544&Dennis OKeefe&1908
nm9427545&Michael OKeefe&NULL
nm9427546&Miles OKeefe&NULL
nm9427547&Warner Oland&1880
nm9427548&Lilian Oldland&1905
nm9427549&Michael OLeary&NULL
nm9427550&Lena Olin&NULL
nm9427551&Barret Oliver&NULL
nm9427552&Edna May Oliver&1883
nm9427553&Laurence Olivier&1907
nm9427554&Paul Olivier&NULL
nm9427555&Susan Olivier&NULL
nm9427556&Edward James Olmes&NULL
nm9427557&Ole Olsen&1892
nm9427558&Moroni Olsen&1889
nm9427559&James Olson&1932
nm9427560&Nancy Olson&1928
nm9427561&J. Pat OMalley&NULL
nm9427562&Pat OMalley&1901
nm9427563&Rex OMalley&1901
nm9427564&Kate OMara&1939
nm9427565&Anny Ondra&1903
nm9427566&Patrick ONeal&1927
nm9427567&Ron ONeal&1937
nm9427568&Ryan ONeal&1941
nm9427569&Tatum ONeal&1962
nm9427570&Barbara ONeil&1909
nm9427571&Colleen ONeil&NULL
nm9427572&James ONeil&NULL
nm9427573&Cynthia ONeil&NULL
nm9427574&Nance ONeil&1875
nm9427575&Sally ONeil&1913
nm9427576&Shannon ONeil&NULL
nm9427577&Tricia ONeil&NULL
nm9427578&Dick ONeill&NULL
nm9427579&Jennifer ONeill&NULL
nm9427580&Henry ONeill&1891
nm9427581&James ONeill&1847
nm9427582&Jennifer ONeill&1947
nm9427583&Maire ONeill&1885
nm9427584&Remy ONeill&NULL
nm9427585&Yoko Ono&NULL
nm9427586&Michael Ontkean&1946
nm9427587&David Opatoshu&1918
nm9427588&Alan Oppenheimer&NULL
nm9427589&Don Opper&NULL
nm9427590&Jerry Orbach&1935
nm9427591&Julian Orchard&1930
nm9427592&Kathleen ORegan&NULL
nm9427593&Brefni ORourke&1889
nm9427594&Jack ORourke&NULL
nm9427595&Umberto Orsini&NULL
nm9427596&Frank Orth&1880
nm9427597&Mechu Ortiz&NULL
nm9427598&Super Dave Osborne&NULL
nm9427599&Vivienne Osborne&1900
nm9427600&Henry Oscar&1891
nm9427601&Michael OShea&1906
nm9427602&Milo OShea&1926
nm9427603&Missy OShea&NULL
nm9427604&Tessie OShea&1917
nm9427605&Cliff Osmond&NULL
nm9427606&Pernilla Ostergren&NULL
nm9427607&Jeff Osterhage&NULL
nm9427608&Robert Osth&NULL
nm9427609&Maureen OSullivan&1911
nm9427610&Richard OSullivan&1943
nm9427611&Ossi Oswalda&NULL
nm9427612&Carre Otis&1969
nm9427613&Annette OToole&1953
nm9427614&Fred Ott&1860
nm9427615&Rafaela Ottiano&1894
nm9427616&Brian Oulton&1908
nm9427617&Gerard Oury&1919
nm9427618&Maria Ouspenskaya&1876
nm9427619&Lynne Overman&1887
nm9427620&Frank Overton&NULL
nm9427621&Bill Owen&1914
nm9427622&Reginald Owen&1887
nm9427623&Seena Owen&1894
nm9427624&Tony Owen&NULL
nm9427625&Patricia Owens&1925
nm9427626&David Oxley&1929
nm9427627&Al Pacino&1939
nm9427628&Anna Pacquin&1982
nm9427629&Joanna Pacula&NULL
nm9427630&Lee Padovani&1920
nm9427631&Anita Page&NULL
nm9427632&Gale Page&1911
nm9427633&Genevieve Page&1931
nm9427634&Geraldine Page&1924
nm9427635&Joy Page&NULL
nm9427636&Patti Page&1927
nm9427637&Debra Paget&1933
nm9427638&Marcel Pagliero&NULL
nm9427639&Jacqueline Pagnol&NULL
nm9427640&Dre Pahich&NULL
nm9427641&Janis Paige&1922
nm9427642&Mabel Paige&1879
nm9427643&Robert Paige&1910
nm9427644&Nestor Paiva&1905
nm9427645&Pal&NULL
nm9427646&Jack Palance&1920
nm9427647&Michael Palin&1943
nm9427648&Anita Pallenberg&NULL
nm9427649&Eugene Pallette&1889
nm9427650&Betsy Palmer&1929
nm9427651&Gregg Palmer&1927
nm9427652&Lilli Palmer&1911
nm9427653&Maria Palmer&1924
nm9427654&Gwyneth Paltrow&1973
nm9427655&Peter Palmer&1931
nm9427656&Luciana Paluzzi&1939
nm9427657&Franklin Pangborn&1894
nm9427658&Stuart Pankin&NULL
nm9427659&Joe Pantoliano&NULL
nm9427660&Paul Panzer&1872
nm9427661&Tatania Papamoskou&1964
nm9427662&Irene Papas&1926
nm9427663&Don Pardo&NULL
nm9427664&Michael Pare&NULL
nm9427665&Jerry Paris&1925
nm9427666&Barnett Parker&1890
nm9427667&Cecil Parker&1897
nm9427668&Cecilia Parker&1905
nm9427669&Eleanor Parker&1922
nm9427670&Fess Parker&1925
nm9427671&Jameson Parker&1947
nm9427672&Jean Parker&1912
nm9427673&MaryLoise Parker&1960
nm9427674&Suzy Parker&1932
nm9427675&Barbara Parkins&1942
nm9427676&Larry Parks&1914
nm9427677&Michael Parks&1938
nm9427678&Parkyakarkus&1904
nm9427679&Dita Parlo&1906
nm9427680&Emory Parnell&1894
nm9427681&Helen Parrish&1922
nm9427682&Leslie Parrish&NULL
nm9427683&Natasha Parry&1930
nm9427684&Estelle Parsons&1927
nm9427685&Louella Parsons&NULL
nm9427686&Michael Pataki&NULL
nm9427687&Wally Patch&1888
nm9427688&Christopher Pate&NULL
nm9427689&Michael Pate&1920
nm9427690&Pat Paterson&1911
nm9427691&Mandy Patinkin&NULL
nm9427692&Charles Paton&NULL
nm9427693&Dennis Patrick&NULL
nm9427694&Gail Patrick&1911
nm9427695&Lee Patrick&1906
nm9427696&Nigel Patrick&1913
nm9427697&Luana Patten&1938
nm9427698&Elizabeth Patterson&1876
nm9427699&Lee Patterson&1929
nm9427700&Lorna Patterson&NULL
nm9427701&Neva Patterson&1925
nm9427702&Pat Patterson&1910
nm9427703&Mark Patton&NULL
nm9427704&Rosemary Paul&NULL
nm9427705&Scott Paulin&NULL
nm9427706&Morgan Paull&NULL
nm9427707&Pat Paulsen&NULL
nm9427708&Marisa Pavan&1932
nm9427709&Luciano Pavarotti&1935
nm9427710&Anika Pavel&NULL
nm9427711&Anna Pavlova&NULL
nm9427712&Muriel Pavlow&1921
nm9427713&Lennox Pawle&1872
nm9427714&Katina Paxinou&1900
nm9427715&John Payne&1912
nm9427716&Laurence Payne&1919
nm9427717&Barbara Payton&1934
nm9427718&Mary Peach&1934
nm9427719&Alice Pearch&1913
nm9427720&Eric Pearce&NULL
nm9427721&Jacqueline Pearce&NULL
nm9427722&Patricia Pearcy&NULL
nm9427723&Jesse Pearson&NULL
nm9427724&Lloyd Pearson&1897
nm9427725&Gregory Peck&1916
nm9427726&Charles Peel&NULL
nm9427727&David Peel&1920
nm9427728&Joan Peers&NULL
nm9427729&Pele&NULL
nm9427730&Baby Peggy&1917
nm9427731&Raymond Pellegrin&1925
nm9427732&Lisa Pelikan&NULL
nm9427733&Raymond Pellegrin&NULL
nm9427734&Pina Pellicer&NULL
nm9427735&Rick Pemberton&NULL
nm9427736&Austin Pendleton&1940
nm9427737&Nat Pendleton&1895
nm9427738&Susan Penhaligon&1950
nm9427739&Christopher Penn&NULL
nm9427740&Jack Pennick&1895
nm9427741&Joe Penny&NULL
nm9427742&Virginia Penta&NULL
nm9427743&George Peppard&1929
nm9427744&Stacey Peralta&NULL
nm9427745&Esme Percy&1887
nm9427746&Jose Perez&NULL
nm9427747&Francois P\'erier&1919
nm9427748&Anthony Perkins&1932
nm9427749&Millie Perkins&1939
nm9427750&Osgood Perkins&1892
nm9427751&Ron Perlman&NULL
nm9427752&Gigi Perreau&1941
nm9427753&Anna Perrier&NULL
nm9427754&Valerie Perrine&1944
nm9427755&Leslie Perrins&1902
nm9427756&Felton Perry&NULL
nm9427757&Louis Perryman&NULL
nm9427758&Nehemiah Persoff&1920
nm9427759&Jon Pertwee&1919
nm9427760&Joe Pesci&NULL
nm9427761&Brock Peters&1927
nm9427762&House Peters&1880
nm9427763&Jean Peters&1926
nm9427764&Susan Peters&1921
nm9427765&Werner Peters&1918
nm9427766&Stewart Petersen&NULL
nm9427767&Dorothy Peterson&1900
nm9427768&Pascale Petit&1938
nm9427769&Sammy Petrillo&NULL
nm9427770&Howard Petri&NULL
nm9427771&George Petrie&NULL
nm9427772&Hay Petrie&1895
nm9427773&Olga Petrova&1886
nm9427774&Elizabeth Petterson&NULL
nm9427775&Joanna Pettet&1944
nm9427776&Frank Pettingell&1891
nm9427777&Michelle Pfeiffer&1959
nm9427778&Jo Ann Pflug&NULL
nm9427779&Mary Philbin&1903
nm9427780&Gerard Philipe&1922
nm9427781&Conrad Philips&1930
nm9427782&Lee Philips&1927
nm9427783&Mary Philips&1900
nm9427784&Robin Philips&1941
nm9427785&John Philliber&1872
nm9427786&MacKenzie Phillips&1960
nm9427787&Michelle Phillips&NULL
nm9427788&Sian Phillips&1934
nm9427789&Ambrosine Philpotts&1912
nm9427790&James Phipps&NULL
nm9427791&Nicholas Phipps&1913
nm9427792&River Phoenix&1970
nm9427793&Paloma Picasso&NULL
nm9427794&Paul Picerni&1922
nm9427795&Irving Pichel&1891
nm9427796&Sorrells Pickard&NULL
nm9427797&Slim Pickens&1919
nm9427798&Jack Pickford&1896
nm9427799&Lottie Pickford&1895
nm9427800&Mary Pickford&1893
nm9427801&Wilfred Pickles&1904
nm9427802&Molly Picon&1898
nm9427803&Walter Pidgeon&1897
nm9427804&Tiana Pierce&NULL
nm9427805&Francis Pierlot&1976
nm9427806&Tempe Pigott&1884
nm9427807&Nova Pilbeam&1919
nm9427808&Bronson Pinchot&NULL
nm9427809&Miguel Pinero&NULL
nm9427810&Dominique Pinon&NULL
nm9427811&Gordon Pinsent&1933
nm9427812&Danny Pintauro&NULL
nm9427813&Ezio Pinza&1893
nm9427814&The Sons of the Pioneers&NULL
nm9427815&Frederick Piper&1902
nm9427816&Wensley Pithey&1914
nm9427817&Brad Pitt&NULL
nm9427818&Ingrid Pitt&1944
nm9427819&Zasu Pitts&1898
nm9427820&Mary Kay Place&NULL
nm9427821&Michele Placich&NULL
nm9427822&Roger Planchon&NULL
nm9427823&Dana Plato&NULL
nm9427824&Edward Platt&1916
nm9427825&Louise Platt&1914
nm9427826&Marc Platt&1913
nm9427827&Moliere Players&NULL
nm9427828&Donald Pleasence&1919
nm9427829&Suzanne Pleshette&1937
nm9427830&Hilda Plowright&NULL
nm9427831&Amanda Plummer&NULL
nm9427832&Christopher Plummer&1927
nm9427833&Patricia Plunkett&1928
nm9427834&Rossana Podesta&1934
nm9427835&Adelina Poerio&NULL
nm9427836&Eric Pohlmann&1903
nm9427837&Sidney Poitier&1924
nm9427838&Jean Poiret&NULL
nm9427839&Michael J. Pollard&1939
nm9427840&Snub Pollard&1886
nm9427841&Tommy Pollard&NULL
nm9427842&Sarah Polley&NULL
nm9427843&Ellen Pollock&1903
nm9427844&Lily Pons&1904
nm9427845&Roy Poole&NULL
nm9427846&Albert Popwell&NULL
nm9427847&Paul Porcasi&1880
nm9427848&Don Porter&NULL
nm9427849&Eric Porter&NULL
nm9427850&Nyree Dawn Porter&1940
nm9427851&Eric Portman&1903
nm9427852&Markie Post&NULL
nm9427853&Madeline Potter&NULL
nm9427854&Annie Potts&NULL
nm9427855&Cliff Potts&NULL
nm9427856&Georges Poujouly&1940
nm9427857&C.C.H. Pounder&NULL
nm9427858&Louise Pounds&NULL
nm9427859&Phyllis Povah&NULL
nm9427860&Dick Powell&1904
nm9427861&Eleanor Powell&1910
nm9427862&Frank Powell&NULL
nm9427863&Jane Powell&1929
nm9427864&Joynson Powell&NULL
nm9427865&Michael Powell&1905
nm9427866&Robert Powell&1946
nm9427867&Sandy Powell&1898
nm9427868&William Powell&1892
nm9427869&Hartley Power&1894
nm9427870&Taryn Power&NULL
nm9427871&Tyrone Power&1913
nm9427872&Tyrone Power Snr&1869
nm9427873&Mala Powers&1931
nm9427874&Stefanie Powers&1942
nm9427875&Tom Powers&1890
nm9427876&Joan Prather&NULL
nm9427877&Wolfgang Preiss&NULL
nm9427878&June Preisser&1921
nm9427879&Albert Prejean&1894
nm9427880&Otto Preminger&1906
nm9427881&Lucy Prentiss&NULL
nm9427882&Paula Prentiss&1939
nm9427883&Robert Prescott&NULL
nm9427884&Donna Prescow&NULL
nm9427885&Priscilla Presley&1950
nm9427886&Harve Presnell&1933
nm9427887&Kelly Preston&1963
nm9427888&Robert Preston&1917
nm9427889&Marie Prevost&1893
nm9427890&Alan Price&NULL
nm9427891&Dennis Price&1915
nm9427892&Nancy Price&1880
nm9427893&Vincent Price&1911
nm9427894&Martin Priest&NULL
nm9427895&Prince&1958
nm9427896&William Prince&1913
nm9427897&Victoria Principal&1945
nm9427898&Andrew Prine&1936
nm9427899&Aileen Pringle&1895
nm9427900&Jurgen Prochnow&NULL
nm9427901&Robert Prosky&NULL
nm9427902&Jed Prouty&1879
nm9427903&Dorothy Provine&1937
nm9427904&David Prowse&NULL
nm9427905&Juliet Prowse&1937
nm9427906&Cameron Prudhomme&NULL
nm9427907&Nicholas Pryor&NULL
nm9427908&Richard Pryor&1940
nm9427909&Vladimir Pucholt&NULL
nm9427910&Frank Puglia&1892
nm9427911&Lilo Pulver&1929
nm9427912&Dick Purcell&1908
nm9427913&Lee Purcell&NULL
nm9427914&Noel Purcell&1900
nm9427915&Reginald Purdell&1896
nm9427916&Edmund Purdom&1924
nm9427917&Linda Purl&1955
nm9427918&Edna Purviance&1894
nm9427919&Roselyne Puyo&NULL
nm9427920&Denver Pyle&1920
nm9427921&Monty Python&NULL
nm9427922&Dennis Quaid&1955
nm9427923&Randy Quaid&1953
nm9427924&John Qualen&NULL
nm9427925&Robert Quarry&1923
nm9427926&Anna Quayle&1937
nm9427927&Anthony Quayle&1913
nm9427928&Diana Quick&1946
nm9427929&Rita Quigley&NULL
nm9427930&Eddie Quillan&1907
nm9427931&Dennis Quilley&1933
nm9427932&Richard Quine&1920
nm9427933&Kathleen Quinlan&1954
nm9427934&Aidan Quinn&NULL
nm9427935&Aileen Quinn&NULL
nm9427936&Bill Quinn&NULL
nm9427937&Valerie Quinnessen&NULL
nm9427938&Francine Racette&NULL
nm9427939&Kurt Raab&NULL
nm9427940&Basil Radford&1897
nm9427941&M.G. Ramachandran&NULL
nm9427942&Gilda Radner&NULL
nm9427943&Chips Rafferty&1909
nm9427944&Frances Rafferty&1922
nm9427945&Michael Raffetto&NULL
nm9427946&Deborah Raffin&1953
nm9427947&George Raft&1895
nm9427948&Rags Ragland&1905
nm9427949&Steve Railsback&NULL
nm9427950&Raimu&1883
nm9427951&Douglas Rain&NULL
nm9427952&Jack Rain&1895
nm9427953&Luise Rainer&1909
nm9427954&Cristina Raines&1954
nm9427955&Ella Raines&1921
nm9427956&Claude Rains&1889
nm9427957&Ford Rainey&NULL
nm9427958&Bill Raisch&NULL
nm9427959&Rohn Raitt&1921
nm9427960&Laya Raki&1927
nm9427961&Giovanna Ralli&1935
nm9427962&Jessie Ralph&1864
nm9427963&Esther Ralston&1902
nm9427964&Jobyna Ralston&1901
nm9427965&Vera Hruba Ralston&1921
nm9427966&Marjorie Rambeau&1889
nm9427967&Dack Rambo&1941
nm9427968&Laura Rambotham&NULL
nm9427969&Harold Ramis&NULL
nm9427970&Charlotte Rampling&1945
